OP,A1,A2,A3 
-,19677,19677,19677
-,27484,27484,27484
-,18518,18518,18518
-,19835,19835,19835
-,26454,26454,26454
-,21813,21813,21813
-,27567,27567,27567
-,7779,7779,7779
-,8340,8340,8340
-,6571,6571,6571
-,30406,30406,30406
-,5279,5279,5279
-,19987,19987,19987
-,1749,1749,1749
-,18832,18832,18832
-,19131,19131,19131
-,17071,17071,17071
-,7202,7202,7202
-,858,858,858
-,2608,2608,2608
-,14464,14464,14464
-,56,56,56
-,28053,28053,28053
-,207,207,207
-,4309,4309,4309
-,668,668,668
-,22716,22716,22716
-,7775,7775,7775
-,1151,1151,1151
-,13474,13474,13474
-,6019,6019,6019
-,5448,5448,5448
-,16532,16532,16532
-,26080,26080,26080
-,25671,25671,25671
-,29958,29958,29958
-,8429,8429,8429
-,8967,8967,8967
-,1625,1625,1625
-,22399,22399,22399
-,29557,29557,29557
-,1256,1256,1256
-,1168,1168,1168
-,15194,15194,15194
-,3460,3460,3460
-,25079,25079,25079
-,22206,22206,22206
-,27912,27912,27912
-,23018,23018,23018
-,28328,28328,28328
-,27506,27506,27506
-,12417,12417,12417
-,3476,3476,3476
-,7204,7204,7204
-,24079,24079,24079
-,13439,13439,13439
-,21115,21115,21115
-,799,799,799
-,19165,19165,19165
-,28447,28447,28447
-,793,793,793
-,3167,3167,3167
-,15276,15276,15276
-,25558,25558,25558
-,9971,9971,9971
-,19789,19789,19789
-,2004,2004,2004
-,10857,10857,10857
-,29069,29069,29069
-,3020,3020,3020
-,29140,29140,29140
-,20132,20132,20132
-,24416,24416,24416
-,31500,31500,31500
-,24097,24097,24097
-,16588,16588,16588
-,11775,11775,11775
-,14579,14579,14579
-,13302,13302,13302
-,27991,27991,27991
-,27663,27663,27663
-,23204,23204,23204
-,4821,4821,4821
-,17625,17625,17625
-,22170,22170,22170
-,18111,18111,18111
-,10012,10012,10012
-,14770,14770,14770
-,25140,25140,25140
-,3042,3042,3042
-,21670,21670,21670
-,4892,4892,4892
-,18786,18786,18786
-,5564,5564,5564
-,10908,10908,10908
-,4073,4073,4073
-,25400,25400,25400
-,31710,31710,31710
-,10367,10367,10367
-,31735,31735,31735
-,10199,10199,10199
-,8367,8367,8367
-,1911,1911,1911
-,13504,13504,13504
-,6672,6672,6672
-,16709,16709,16709
-,2765,2765,2765
-,28149,28149,28149
-,30914,30914,30914
-,12989,12989,12989
-,4733,4733,4733
-,19986,19986,19986
-,550,550,550
-,9126,9126,9126
-,11575,11575,11575
-,8629,8629,8629
-,22096,22096,22096
-,17326,17326,17326
-,15142,15142,15142
-,18255,18255,18255
-,16135,16135,16135
-,9825,9825,9825
-,4618,4618,4618
-,15935,15935,15935
-,3539,3539,3539
-,7867,7867,7867
-,6244,6244,6244
-,776,776,776
-,15707,15707,15707
-,17373,17373,17373
-,10060,10060,10060
-,3834,3834,3834
-,3659,3659,3659
-,20476,20476,20476
-,7738,7738,7738
-,18940,18940,18940
-,25481,25481,25481
-,11883,11883,11883
-,19391,19391,19391
-,8099,8099,8099
-,10092,10092,10092
-,28687,28687,28687
-,28222,28222,28222
-,5381,5381,5381
-,13002,13002,13002
-,1620,1620,1620
-,1264,1264,1264
-,10063,10063,10063
-,30686,30686,30686
-,17074,17074,17074
-,25313,25313,25313
-,14429,14429,14429
-,9350,9350,9350
-,15832,15832,15832
-,28421,28421,28421
-,17268,17268,17268
-,3338,3338,3338
-,20241,20241,20241
-,25967,25967,25967
-,21719,21719,21719
-,4221,4221,4221
-,16930,16930,16930
-,12526,12526,12526
-,9274,9274,9274
-,11874,11874,11874
-,13672,13672,13672
-,14979,14979,14979
-,18876,18876,18876
-,14728,14728,14728
-,31934,31934,31934
-,28624,28624,28624
-,4729,4729,4729
-,20272,20272,20272
-,12041,12041,12041
-,2820,2820,2820
-,8145,8145,8145
-,18879,18879,18879
-,22579,22579,22579
-,1150,1150,1150
-,6490,6490,6490
-,2144,2144,2144
-,12168,12168,12168
-,16573,16573,16573
-,20086,20086,20086
-,20633,20633,20633
-,5729,5729,5729
-,10484,10484,10484
-,15013,15013,15013
-,11000,11000,11000
-,4290,4290,4290
-,22603,22603,22603
-,30816,30816,30816
-,11650,11650,11650
-,18385,18385,18385
-,9488,9488,9488
-,14749,14749,14749
-,15125,15125,15125
-,4373,4373,4373
-,4732,4732,4732
-,25480,25480,25480
-,26428,26428,26428
-,17697,17697,17697
-,26808,26808,26808
-,884,884,884
-,1580,1580,1580
-,21457,21457,21457
-,7023,7023,7023
-,6861,6861,6861
-,12225,12225,12225
-,21802,21802,21802
-,26627,26627,26627
-,6368,6368,6368
-,31438,31438,31438
-,15851,15851,15851
-,18331,18331,18331
-,27617,27617,27617
-,26713,26713,26713
-,21102,21102,21102
-,30084,30084,30084
-,10517,10517,10517
-,21594,21594,21594
-,7770,7770,7770
-,1686,1686,1686
-,26321,26321,26321
-,21536,21536,21536
-,10356,10356,10356
-,13177,13177,13177
-,560,560,560
-,13277,13277,13277
-,15869,15869,15869
-,22234,22234,22234
-,272,272,272
-,26869,26869,26869
-,71,71,71
-,3351,3351,3351
-,9423,9423,9423
-,12086,12086,12086
-,12547,12547,12547
-,780,780,780
-,12231,12231,12231
-,23479,23479,23479
-,7551,7551,7551
-,4801,4801,4801
-,25089,25089,25089
-,22911,22911,22911
-,1022,1022,1022
-,17384,17384,17384
-,18233,18233,18233
-,27207,27207,27207
-,5356,5356,5356
-,31635,31635,31635
-,16855,16855,16855
-,26643,26643,26643
-,12042,12042,12042
-,18726,18726,18726
-,3269,3269,3269
-,1565,1565,1565
-,26320,26320,26320
-,15117,15117,15117
-,4637,4637,4637
-,1639,1639,1639
-,17296,17296,17296
-,24171,24171,24171
-,13755,13755,13755
-,14158,14158,14158
-,17220,17220,17220
-,16503,16503,16503
-,3744,3744,3744
-,23433,23433,23433
-,25252,25252,25252
-,20874,20874,20874
-,6962,6962,6962
-,27584,27584,27584
-,23109,23109,23109
-,10892,10892,10892
-,25694,25694,25694
-,28380,28380,28380
-,2324,2324,2324
-,31229,31229,31229
-,30783,30783,30783
-,16092,16092,16092
-,27373,27373,27373
-,23793,23793,23793
-,31387,31387,31387
-,14414,14414,14414
-,10373,10373,10373
-,14497,14497,14497
-,14999,14999,14999
-,21764,21764,21764
-,8890,8890,8890
-,15165,15165,15165
-,2143,2143,2143
-,11814,11814,11814
-,13916,13916,13916
-,29872,29872,29872
-,31649,31649,31649
-,2726,2726,2726
-,27266,27266,27266
-,13819,13819,13819
-,25084,25084,25084
-,6108,6108,6108
-,21733,21733,21733
-,19064,19064,19064
-,25879,25879,25879
-,648,648,648
-,24078,24078,24078
-,6728,6728,6728
-,10541,10541,10541
-,15726,15726,15726
-,22666,22666,22666
-,15144,15144,15144
-,1096,1096,1096
-,22693,22693,22693
-,10013,10013,10013
-,1671,1671,1671
-,27916,27916,27916
-,557,557,557
-,26590,26590,26590
-,31019,31019,31019
-,23153,23153,23153
-,17110,17110,17110
-,29084,29084,29084
-,24615,24615,24615
-,23118,23118,23118
-,16105,16105,16105
-,7727,7727,7727
-,11230,11230,11230
-,11851,11851,11851
-,23887,23887,23887
-,19764,19764,19764
-,31932,31932,31932
-,13880,13880,13880
-,2828,2828,2828
-,18995,18995,18995
-,28883,28883,28883
-,15077,15077,15077
-,4232,4232,4232
-,2861,2861,2861
-,6055,6055,6055
-,26864,26864,26864
-,3599,3599,3599
-,13519,13519,13519
-,1362,1362,1362
-,25091,25091,25091
-,8076,8076,8076
-,2735,2735,2735
-,31326,31326,31326
-,16322,16322,16322
-,24169,24169,24169
-,9916,9916,9916
-,26905,26905,26905
-,4722,4722,4722
-,14739,14739,14739
-,7159,7159,7159
-,576,576,576
-,4764,4764,4764
-,19500,19500,19500
-,9534,9534,9534
-,15210,15210,15210
-,24063,24063,24063
-,9468,9468,9468
-,9831,9831,9831
-,6179,6179,6179
-,30282,30282,30282
-,12874,12874,12874
-,14661,14661,14661
-,11461,11461,11461
-,29332,29332,29332
-,20721,20721,20721
-,21472,21472,21472
-,1010,1010,1010
-,30502,30502,30502
-,31786,31786,31786
-,20,20,20
-,5452,5452,5452
-,27459,27459,27459
-,22038,22038,22038
-,29856,29856,29856
-,16116,16116,16116
-,9596,9596,9596
-,10764,10764,10764
-,9701,9701,9701
-,31009,31009,31009
-,23284,23284,23284
-,26093,26093,26093
-,30576,30576,30576
-,12833,12833,12833
-,1322,1322,1322
-,21582,21582,21582
-,24824,24824,24824
-,21811,21811,21811
-,21856,21856,21856
-,9609,9609,9609
-,15966,15966,15966
-,22535,22535,22535
-,931,931,931
-,21410,21410,21410
-,7674,7674,7674
-,28519,28519,28519
-,23379,23379,23379
-,6351,6351,6351
-,15782,15782,15782
-,8863,8863,8863
-,10028,10028,10028
-,18459,18459,18459
-,23991,23991,23991
-,19509,19509,19509
-,29712,29712,29712
-,16393,16393,16393
-,19243,19243,19243
-,30009,30009,30009
-,27609,27609,27609
-,7222,7222,7222
-,25166,25166,25166
-,23315,23315,23315
-,22925,22925,22925
-,14248,14248,14248
-,31170,31170,31170
-,7926,7926,7926
-,591,591,591
-,995,995,995
-,3376,3376,3376
-,25436,25436,25436
-,1670,1670,1670
-,4251,4251,4251
-,11953,11953,11953
-,8804,8804,8804
-,21401,21401,21401
-,18917,18917,18917
-,25847,25847,25847
-,30638,30638,30638
-,17494,17494,17494
-,12240,12240,12240
-,16704,16704,16704
-,14277,14277,14277
-,10297,10297,10297
-,21950,21950,21950
-,16397,16397,16397
-,1940,1940,1940
-,23352,23352,23352
-,6756,6756,6756
-,6349,6349,6349
-,3019,3019,3019
-,31463,31463,31463
-,20444,20444,20444
-,17525,17525,17525
-,31343,31343,31343
-,333,333,333
-,4315,4315,4315
-,13226,13226,13226
-,13113,13113,13113
-,27688,27688,27688
-,17526,17526,17526
-,12349,12349,12349
-,12166,12166,12166
-,19054,19054,19054
-,18458,18458,18458
-,6931,6931,6931
-,7130,7130,7130
-,28690,28690,28690
-,237,237,237
-,12788,12788,12788
-,10938,10938,10938
-,29568,29568,29568
-,13205,13205,13205
-,23517,23517,23517
-,13788,13788,13788
-,12116,12116,12116
-,4195,4195,4195
-,14869,14869,14869
-,10319,10319,10319
-,11886,11886,11886
-,17832,17832,17832
-,21138,21138,21138
-,15034,15034,15034
-,1277,1277,1277
-,28353,28353,28353
-,15713,15713,15713
-,1952,1952,1952
-,29226,29226,29226
-,16722,16722,16722
-,11346,11346,11346
-,15247,15247,15247
-,236,236,236
-,28887,28887,28887
-,30715,30715,30715
-,6418,6418,6418
-,27825,27825,27825
-,18475,18475,18475
-,28227,28227,28227
-,18433,18433,18433
-,18700,18700,18700
-,16424,16424,16424
-,10963,10963,10963
-,6695,6695,6695
-,30869,30869,30869
-,840,840,840
-,29979,29979,29979
-,3991,3991,3991
-,6417,6417,6417
-,27958,27958,27958
-,21113,21113,21113
-,6178,6178,6178
-,31667,31667,31667
-,7376,7376,7376
-,27254,27254,27254
-,13044,13044,13044
-,8264,8264,8264
-,10332,10332,10332
-,10540,10540,10540
-,6958,6958,6958
-,17280,17280,17280
-,29053,29053,29053
-,4020,4020,4020
-,20396,20396,20396
-,16875,16875,16875
-,17334,17334,17334
-,23642,23642,23642
-,7730,7730,7730
-,26737,26737,26737
-,26543,26543,26543
-,6211,6211,6211
-,24693,24693,24693
-,25294,25294,25294
-,681,681,681
-,11117,11117,11117
-,10073,10073,10073
-,17795,17795,17795
-,16054,16054,16054
-,12604,12604,12604
-,24626,24626,24626
-,21752,21752,21752
-,23659,23659,23659
-,29918,29918,29918
-,30979,30979,30979
-,24629,24629,24629
-,9967,9967,9967
-,584,584,584
-,10181,10181,10181
-,9569,9569,9569
-,18442,18442,18442
-,21554,21554,21554
-,14034,14034,14034
-,21736,21736,21736
-,10949,10949,10949
-,24024,24024,24024
-,14187,14187,14187
-,29285,29285,29285
-,4604,4604,4604
-,30002,30002,30002
-,5087,5087,5087
-,870,870,870
-,29612,29612,29612
-,25674,25674,25674
-,20418,20418,20418
-,25576,25576,25576
-,21341,21341,21341
-,26551,26551,26551
-,31669,31669,31669
-,10395,10395,10395
-,13549,13549,13549
-,2492,2492,2492
-,920,920,920
-,14162,14162,14162
-,4200,4200,4200
-,10104,10104,10104
-,8443,8443,8443
-,23378,23378,23378
-,22141,22141,22141
-,19294,19294,19294
-,23931,23931,23931
-,5870,5870,5870
-,30230,30230,30230
-,31701,31701,31701
-,16313,16313,16313
-,5508,5508,5508
-,21202,21202,21202
-,9421,9421,9421
-,5976,5976,5976
-,29370,29370,29370
-,27544,27544,27544
-,5926,5926,5926
-,6486,6486,6486
-,7101,7101,7101
-,26120,26120,26120
-,14285,14285,14285
-,16104,16104,16104
-,9502,9502,9502
-,17508,17508,17508
-,25715,25715,25715
-,14228,14228,14228
-,29177,29177,29177
-,26974,26974,26974
-,20531,20531,20531
-,3690,3690,3690
-,12823,12823,12823
-,13261,13261,13261
-,19050,19050,19050
-,14802,14802,14802
-,11424,11424,11424
-,1089,1089,1089
-,26845,26845,26845
-,18325,18325,18325
-,1913,1913,1913
-,20235,20235,20235
-,5813,5813,5813
-,31952,31952,31952
-,1535,1535,1535
-,5664,5664,5664
-,10418,10418,10418
-,11828,11828,11828
-,2401,2401,2401
-,6183,6183,6183
-,7895,7895,7895
-,18348,18348,18348
-,29704,29704,29704
-,23575,23575,23575
-,13155,13155,13155
-,7352,7352,7352
-,30434,30434,30434
-,23530,23530,23530
-,21439,21439,21439
-,21934,21934,21934
-,7513,7513,7513
-,7666,7666,7666
-,9364,9364,9364
-,1886,1886,1886
-,11835,11835,11835
-,12673,12673,12673
-,25884,25884,25884
-,8617,8617,8617
-,4463,4463,4463
-,30259,30259,30259
-,4649,4649,4649
-,24564,24564,24564
-,12315,12315,12315
-,29434,29434,29434
-,10019,10019,10019
-,31505,31505,31505
-,19621,19621,19621
-,1479,1479,1479
-,20180,20180,20180
-,6455,6455,6455
-,18958,18958,18958
-,31894,31894,31894
-,27475,27475,27475
-,14349,14349,14349
-,12716,12716,12716
-,18961,18961,18961
-,24004,24004,24004
-,19300,19300,19300
-,10270,10270,10270
-,5819,5819,5819
-,13752,13752,13752
-,22051,22051,22051
-,18235,18235,18235
-,13289,13289,13289
-,2026,2026,2026
-,5693,5693,5693
-,25618,25618,25618
-,21940,21940,21940
-,19044,19044,19044
-,29702,29702,29702
-,12774,12774,12774
-,7624,7624,7624
-,28855,28855,28855
-,8180,8180,8180
-,17985,17985,17985
-,12434,12434,12434
-,2786,2786,2786
-,19066,19066,19066
-,7346,7346,7346
-,23299,23299,23299
-,4979,4979,4979
-,25869,25869,25869
-,2028,2028,2028
-,24617,24617,24617
-,22289,22289,22289
-,30116,30116,30116
-,25550,25550,25550
-,23395,23395,23395
-,24754,24754,24754
-,16941,16941,16941
-,21528,21528,21528
-,10154,10154,10154
-,30735,30735,30735
-,6045,6045,6045
-,16474,16474,16474
-,9511,9511,9511
-,26920,26920,26920
-,20741,20741,20741
-,28076,28076,28076
-,20986,20986,20986
-,1766,1766,1766
-,30772,30772,30772
-,7481,7481,7481
-,10987,10987,10987
-,5621,5621,5621
-,17703,17703,17703
-,26792,26792,26792
-,8046,8046,8046
-,11274,11274,11274
-,6385,6385,6385
-,7191,7191,7191
-,3904,3904,3904
-,7523,7523,7523
-,17990,17990,17990
-,13700,13700,13700
-,23836,23836,23836
-,9522,9522,9522
-,30192,30192,30192
-,5458,5458,5458
-,124,124,124
-,28271,28271,28271
-,28483,28483,28483
-,21247,21247,21247
-,21281,21281,21281
-,14647,14647,14647
-,6637,6637,6637
-,16287,16287,16287
-,31643,31643,31643
-,18851,18851,18851
-,14674,14674,14674
-,28169,28169,28169
-,15284,15284,15284
-,24889,24889,24889
-,21734,21734,21734
-,7193,7193,7193
-,31338,31338,31338
-,29572,29572,29572
-,18558,18558,18558
-,14365,14365,14365
-,26211,26211,26211
-,11134,11134,11134
-,23961,23961,23961
-,364,364,364
-,21667,21667,21667
-,11382,11382,11382
-,8319,8319,8319
-,7227,7227,7227
-,21178,21178,21178
-,18960,18960,18960
-,24346,24346,24346
-,813,813,813
-,12414,12414,12414
-,13772,13772,13772
-,26051,26051,26051
-,18275,18275,18275
-,16593,16593,16593
-,20862,20862,20862
-,14871,14871,14871
-,31979,31979,31979
-,14588,14588,14588
-,17937,17937,17937
-,21071,21071,21071
-,25601,25601,25601
-,15644,15644,15644
-,13444,13444,13444
-,10888,10888,10888
-,25060,25060,25060
-,24067,24067,24067
-,4072,4072,4072
-,9112,9112,9112
-,26683,26683,26683
-,29490,29490,29490
-,9646,9646,9646
-,5472,5472,5472
-,4564,4564,4564
-,21062,21062,21062
-,12491,12491,12491
-,23691,23691,23691
-,23858,23858,23858
-,23592,23592,23592
-,17330,17330,17330
-,12233,12233,12233
-,24655,24655,24655
-,21537,21537,21537
-,20321,20321,20321
-,22641,22641,22641
-,15258,15258,15258
-,20591,20591,20591
-,1437,1437,1437
-,10558,10558,10558
-,2969,2969,2969
-,16510,16510,16510
-,22939,22939,22939
-,4675,4675,4675
-,20667,20667,20667
-,20616,20616,20616
-,31433,31433,31433
-,17099,17099,17099
-,26401,26401,26401
-,25716,25716,25716
-,28712,28712,28712
-,21384,21384,21384
-,1812,1812,1812
-,1530,1530,1530
-,11669,11669,11669
-,19149,19149,19149
-,24749,24749,24749
-,19914,19914,19914
-,31760,31760,31760
-,727,727,727
-,7780,7780,7780
-,4024,4024,4024
-,7580,7580,7580
-,10898,10898,10898
-,26273,26273,26273
-,17270,17270,17270
-,31542,31542,31542
-,1968,1968,1968
-,27940,27940,27940
-,12134,12134,12134
-,29347,29347,29347
-,26594,26594,26594
-,4278,4278,4278
-,6304,6304,6304
-,15333,15333,15333
-,9900,9900,9900
-,21241,21241,21241
-,9287,9287,9287
-,13351,13351,13351
-,17816,17816,17816
-,15056,15056,15056
-,19183,19183,19183
-,22060,22060,22060
-,15206,15206,15206
-,1789,1789,1789
-,28807,28807,28807
-,31061,31061,31061
-,18203,18203,18203
-,7391,7391,7391
-,5183,5183,5183
-,13492,13492,13492
-,2768,2768,2768
-,11381,11381,11381
-,10288,10288,10288
-,27992,27992,27992
-,9334,9334,9334
-,28679,28679,28679
-,20951,20951,20951
-,18371,18371,18371
-,17692,17692,17692
-,23214,23214,23214
-,24831,24831,24831
-,19890,19890,19890
-,7619,7619,7619
-,30744,30744,30744
-,4359,4359,4359
-,15036,15036,15036
-,15339,15339,15339
-,26205,26205,26205
-,30096,30096,30096
-,23996,23996,23996
-,22263,22263,22263
-,318,318,318
-,30601,30601,30601
-,3645,3645,3645
-,13451,13451,13451
-,16956,16956,16956
-,9162,9162,9162
-,5890,5890,5890
-,26738,26738,26738
-,18869,18869,18869
-,1062,1062,1062
-,18144,18144,18144
-,601,601,601
-,20960,20960,20960
-,18108,18108,18108
-,29847,29847,29847
-,26885,26885,26885
-,10223,10223,10223
-,20029,20029,20029
-,30503,30503,30503
-,10,10,10
-,27048,27048,27048
-,30129,30129,30129
-,3043,3043,3043
-,21903,21903,21903
-,3112,3112,3112
-,24687,24687,24687
-,11509,11509,11509
-,1448,1448,1448
-,30733,30733,30733
-,21426,21426,21426
-,2622,2622,2622
-,287,287,287
-,11252,11252,11252
-,19403,19403,19403
-,31628,31628,31628
-,22253,22253,22253
-,25326,25326,25326
-,21213,21213,21213
-,28787,28787,28787
-,6439,6439,6439
-,22711,22711,22711
-,20400,20400,20400
-,23396,23396,23396
-,10786,10786,10786
-,18351,18351,18351
-,17223,17223,17223
-,10709,10709,10709
-,23634,23634,23634
-,25647,25647,25647
-,12814,12814,12814
-,23597,23597,23597
-,8843,8843,8843
-,28968,28968,28968
-,19091,19091,19091
-,5679,5679,5679
-,21470,21470,21470
-,20777,20777,20777
-,25649,25649,25649
-,7860,7860,7860
-,21153,21153,21153
-,9774,9774,9774
-,6352,6352,6352
-,31494,31494,31494
-,25410,25410,25410
-,3783,3783,3783
-,8822,8822,8822
-,2240,2240,2240
-,27848,27848,27848
-,17962,17962,17962
-,27203,27203,27203
-,23671,23671,23671
-,7302,7302,7302
-,1196,1196,1196
-,4188,4188,4188
-,26537,26537,26537
-,5273,5273,5273
-,5465,5465,5465
-,1303,1303,1303
-,337,337,337
-,4966,4966,4966
-,9434,9434,9434
-,23461,23461,23461
-,27412,27412,27412
-,27146,27146,27146
-,12686,12686,12686
-,2571,2571,2571
-,1570,1570,1570
-,25816,25816,25816
-,20413,20413,20413
-,6801,6801,6801
-,16340,16340,16340
-,23712,23712,23712
-,5134,5134,5134
-,12916,12916,12916
-,6284,6284,6284
-,274,274,274
-,23095,23095,23095
-,12570,12570,12570
-,8821,8821,8821
-,19169,19169,19169
-,3642,3642,3642
-,11827,11827,11827
-,23410,23410,23410
-,31785,31785,31785
-,17777,17777,17777
-,25592,25592,25592
-,12981,12981,12981
-,14679,14679,14679
-,7728,7728,7728
-,13395,13395,13395
-,9054,9054,9054
-,10897,10897,10897
-,27078,27078,27078
-,6029,6029,6029
-,25640,25640,25640
-,12114,12114,12114
-,26035,26035,26035
-,5150,5150,5150
-,4342,4342,4342
-,16601,16601,16601
-,26853,26853,26853
-,19352,19352,19352
-,25187,25187,25187
-,6705,6705,6705
-,5429,5429,5429
-,11821,11821,11821
-,24092,24092,24092
-,16341,16341,16341
-,996,996,996
-,30353,30353,30353
-,11517,11517,11517
-,9905,9905,9905
-,30826,30826,30826
-,1177,1177,1177
-,20517,20517,20517
-,424,424,424
-,16889,16889,16889
-,28982,28982,28982
-,3443,3443,3443
-,25871,25871,25871
-,31112,31112,31112
-,25707,25707,25707
-,21643,21643,21643
-,8267,8267,8267
-,3649,3649,3649
-,15816,15816,15816
-,29990,29990,29990
-,3481,3481,3481
-,26213,26213,26213
-,30920,30920,30920
-,23245,23245,23245
-,20009,20009,20009
-,3613,3613,3613
-,14706,14706,14706
-,10831,10831,10831
-,25031,25031,25031
-,11558,11558,11558
-,6379,6379,6379
-,12918,12918,12918
-,21498,21498,21498
-,9966,9966,9966
-,19737,19737,19737
-,13618,13618,13618
-,160,160,160
-,29235,29235,29235
-,6677,6677,6677
-,24836,24836,24836
-,17767,17767,17767
-,18646,18646,18646
-,1388,1388,1388
-,30956,30956,30956
-,26123,26123,26123
-,12696,12696,12696
-,28602,28602,28602
-,17518,17518,17518
-,26332,26332,26332
-,7682,7682,7682
-,30105,30105,30105
-,5328,5328,5328
-,15904,15904,15904
-,16974,16974,16974
-,501,501,501
-,17782,17782,17782
-,19073,19073,19073
-,13462,13462,13462
-,28559,28559,28559
-,27704,27704,27704
-,10380,10380,10380
-,26256,26256,26256
-,23526,23526,23526
-,28848,28848,28848
-,30824,30824,30824
-,14939,14939,14939
-,21840,21840,21840
-,1994,1994,1994
-,17929,17929,17929
-,6315,6315,6315
-,23082,23082,23082
-,20637,20637,20637
-,20915,20915,20915
-,990,990,990
-,4325,4325,4325
-,14093,14093,14093
-,11163,11163,11163
-,26402,26402,26402
-,25071,25071,25071
-,20141,20141,20141
-,26577,26577,26577
-,6610,6610,6610
-,15983,15983,15983
-,15737,15737,15737
-,30821,30821,30821
-,17531,17531,17531
-,26058,26058,26058
-,21267,21267,21267
-,17970,17970,17970
-,19695,19695,19695
-,19956,19956,19956
-,20870,20870,20870
-,11679,11679,11679
-,17182,17182,17182
-,10208,10208,10208
-,30579,30579,30579
-,9537,9537,9537
-,25234,25234,25234
-,12685,12685,12685
-,25519,25519,25519
-,16383,16383,16383
-,29667,29667,29667
-,20048,20048,20048
-,19571,19571,19571
-,9323,9323,9323
-,2036,2036,2036
-,30800,30800,30800
-,8248,8248,8248
-,11826,11826,11826
-,25540,25540,25540
-,21609,21609,21609
-,13797,13797,13797
-,245,245,245
-,27362,27362,27362
-,31206,31206,31206
-,3576,3576,3576
-,18081,18081,18081
-,17797,17797,17797
-,9474,9474,9474
-,30843,30843,30843
-,27073,27073,27073
-,23826,23826,23826
-,11419,11419,11419
-,8670,8670,8670
-,14624,14624,14624
-,24785,24785,24785
-,24952,24952,24952
-,5883,5883,5883
-,2965,2965,2965
-,9199,9199,9199
-,10099,10099,10099
-,9786,9786,9786
-,16679,16679,16679
-,15493,15493,15493
-,22416,22416,22416
-,10725,10725,10725
-,2684,2684,2684
-,5057,5057,5057
-,18027,18027,18027
-,23778,23778,23778
-,17235,17235,17235
-,14742,14742,14742
-,1351,1351,1351
-,11070,11070,11070
-,27390,27390,27390
-,20888,20888,20888
-,3280,3280,3280
-,13129,13129,13129
-,7000,7000,7000
-,12626,12626,12626
-,4972,4972,4972
-,28596,28596,28596
-,30089,30089,30089
-,859,859,859
-,8526,8526,8526
-,31581,31581,31581
-,12426,12426,12426
-,13547,13547,13547
-,12325,12325,12325
-,16581,16581,16581
-,22183,22183,22183
-,15015,15015,15015
-,467,467,467
-,13643,13643,13643
-,13636,13636,13636
-,6167,6167,6167
-,4881,4881,4881
-,21508,21508,21508
-,24446,24446,24446
-,9519,9519,9519
-,11578,11578,11578
-,1592,1592,1592
-,10338,10338,10338
-,20509,20509,20509
-,26086,26086,26086
+,11364,896,439
+,31677,285,856
+,2549,975,438
+,24423,307,142
+,31322,209,32
+,4608,615,460
+,16258,124,978
+,3411,959,592
+,18531,773,841
+,20959,366,266
+,7238,277,524
+,20033,42,553
+,26502,942,697
+,10427,235,766
+,29701,67,185
+,5966,646,430
+,29179,104,182
+,18595,413,816
+,25258,588,541
+,12831,202,382
+,18770,266,847
+,23003,616,226
+,58,484,456
+,23882,438,216
+,5823,904,622
+,28407,341,483
+,9650,992,135
+,22560,154,418
+,24051,383,433
+,28539,279,120
+,12398,630,153
+,5745,309,66
+,26688,761,67
+,19298,594,785
+,21808,418,729
+,7315,168,580
+,11692,728,597
+,25788,543,686
+,20110,887,156
+,22726,50,533
+,18414,495,428
+,28144,617,458
+,5708,895,659
+,10396,627,718
+,21272,117,33
+,15964,834,226
+,20947,586,166
+,25947,809,12
+,14315,620,951
+,30239,285,997
+,29118,639,478
+,4471,24,735
+,10571,158,874
+,28336,297,879
+,11028,707,341
+,3310,72,592
+,19202,593,112
+,27685,236,959
+,29569,247,70
+,23086,590,469
+,12241,717,731
+,2376,672,426
+,11956,728,174
+,17245,754,584
+,3634,945,556
+,30070,473,686
+,4641,36,883
+,26954,777,90
+,19222,515,744
+,4840,954,791
+,30290,298,694
+,1951,641,35
+,28563,463,399
+,26293,343,211
+,5815,806,410
+,29086,737,248
+,11165,23,94
+,4275,668,966
+,26425,437,369
+,6601,184,308
+,26871,769,429
+,28019,845,475
+,27393,676,793
+,15662,542,848
+,28102,373,35
+,653,101,903
+,7169,182,668
+,19715,68,693
+,7622,283,813
+,29665,524,115
+,2957,138,723
+,1243,255,871
+,16070,51,179
+,5752,343,889
+,10127,72,496
+,28163,772,50
+,16129,282,183
+,26555,83,342
+,29633,3,345
+,18451,744,508
+,4656,805,274
+,31172,343,336
+,18600,699,55
+,11523,558,386
+,22955,808,798
+,23050,954,65
+,924,565,39
+,19384,761,949
+,11756,321,791
+,22859,282,931
+,24186,341,469
+,29774,975,829
+,10420,495,932
+,19415,902,835
+,7751,0,801
+,5770,331,319
+,5692,408,32
+,30862,112,324
+,28284,595,830
+,26128,592,674
+,31074,160,507
+,7189,825,34
+,25036,856,983
+,31870,570,570
+,31284,499,268
+,30672,248,234
+,26748,198,372
+,17487,425,325
+,8733,956,375
+,7902,297,952
+,21524,525,551
+,8121,497,354
+,3281,376,764
+,5230,264,99
+,7627,736,695
+,19136,865,387
+,25127,16,846
+,11712,843,612
+,17348,299,233
+,15456,810,787
+,26497,157,634
+,1919,254,59
+,9205,326,414
+,25511,711,647
+,26564,715,848
+,960,921,360
+,30264,499,147
+,19566,944,919
+,10448,215,530
+,854,905,3
+,5892,721,865
+,8861,867,263
+,12726,477,957
+,28233,902,423
+,16462,363,751
