OP,A1,A2,A3 
?,993,993,993
?,6825,6825,6825
?,6824,6824,6824
?,4918,4918,4918
?,1725,1725,1725
?,4368,4368,4368
?,7746,7746,7746
?,6054,6054,6054
?,3591,3591,3591
?,4084,4084,4084
?,6625,6625,6625
?,9530,9530,9530
?,6077,6077,6077
?,2610,2610,2610
?,4728,4728,4728
?,7235,7235,7235
?,4437,4437,4437
?,6453,6453,6453
?,7116,7116,7116
?,5207,5207,5207
?,3823,3823,3823
?,5539,5539,5539
?,3415,3415,3415
?,9195,9195,9195
?,9512,9512,9512
?,6681,6681,6681
?,2086,2086,2086
?,9447,9447,9447
?,9035,9035,9035
?,5556,5556,5556
?,4094,4094,4094
?,2525,2525,2525
?,4746,4746,4746
?,3319,3319,3319
?,6362,6362,6362
?,8092,8092,8092
?,9706,9706,9706
?,2470,2470,2470
?,4880,4880,4880
?,1692,1692,1692
?,5551,5551,5551
?,7780,7780,7780
?,1341,1341,1341
?,2567,2567,2567
?,7499,7499,7499
?,6855,6855,6855
?,3220,3220,3220
?,8963,8963,8963
?,3680,3680,3680
?,5309,5309,5309
?,4448,4448,4448
?,3482,3482,3482
?,4696,4696,4696
?,6731,6731,6731
?,8988,8988,8988
?,5383,5383,5383
?,8196,8196,8196
?,7032,7032,7032
?,4037,4037,4037
?,9466,9466,9466
?,429,429,429
?,6766,6766,6766
?,1660,1660,1660
?,6444,6444,6444
?,8822,8822,8822
?,2411,2411,2411
?,4851,4851,4851
?,9266,9266,9266
?,7707,7707,7707
?,9671,9671,9671
?,3873,3873,3873
?,8952,8952,8952
?,1265,1265,1265
?,6804,6804,6804
?,1576,1576,1576
?,5808,5808,5808
?,3680,3680,3680
?,8194,8194,8194
?,1365,1365,1365
?,1664,1664,1664
?,6450,6450,6450
?,8443,8443,8443
?,3224,3224,3224
?,7568,7568,7568
?,1449,1449,1449
?,479,479,479
?,4012,4012,4012
?,379,379,379
?,8145,8145,8145
?,3412,3412,3412
?,7766,7766,7766
?,2144,2144,2144
?,6219,6219,6219
?,966,966,966
?,7726,7726,7726
?,2721,2721,2721
?,67,67,67
?,1564,1564,1564
?,4488,4488,4488
?,8787,8787,8787
?,6941,6941,6941
?,7897,7897,7897
?,9075,9075,9075
?,313,313,313
?,9109,9109,9109
?,2293,2293,2293
?,6335,6335,6335
?,4508,4508,4508
?,9402,9402,9402
?,3408,3408,3408
?,1931,1931,1931
?,2160,2160,2160
?,2007,2007,2007
?,4678,4678,4678
?,6525,6525,6525
?,3219,3219,3219
?,9702,9702,9702
?,4880,4880,4880
?,7243,7243,7243
?,6503,6503,6503
?,3014,3014,3014
?,5298,5298,5298
?,4555,4555,4555
?,2362,2362,2362
?,9473,9473,9473
?,2695,2695,2695
?,6367,6367,6367
?,4859,4859,4859
?,5644,5644,5644
?,6644,6644,6644
?,3361,3361,3361
?,3134,3134,3134
?,9796,9796,9796
?,1784,1784,1784
?,7537,7537,7537
?,2273,2273,2273
?,9586,9586,9586
?,9645,9645,9645
?,4925,4925,4925
?,186,186,186
?,3527,3527,3527
?,6479,6479,6479
?,9383,9383,9383
?,4297,4297,4297
?,8285,8285,8285
?,1310,1310,1310
?,1800,1800,1800
?,2975,2975,2975
?,6777,6777,6777
?,6280,6280,6280
?,4787,4787,4787
?,9293,9293,9293
?,7540,7540,7540
?,1449,1449,1449
?,6718,6718,6718
?,7398,7398,7398
?,420,420,420
?,6746,6746,6746
?,9023,9023,9023
?,3674,3674,3674
?,3580,3580,3580
?,5385,5385,5385
?,3616,3616,3616
?,9832,9832,9832
?,1818,1818,1818
?,539,539,539
?,1719,1719,1719
?,6384,6384,6384
?,1761,1761,1761
?,2783,2783,2783
?,5733,5733,5733
?,9359,9359,9359
?,452,452,452
?,1862,1862,1862
?,6576,6576,6576
?,4046,4046,4046
?,9301,9301,9301
?,9858,9858,9858
?,4459,4459,4459
?,9587,9587,9587
?,556,556,556
?,1333,1333,1333
?,3190,3190,3190
?,3710,3710,3710
?,3795,3795,3795
?,4460,4460,4460
?,4455,4455,4455
?,3530,3530,3530
?,7803,7803,7803
?,6870,6870,6870
?,7898,7898,7898
?,3361,3361,3361
?,4484,4484,4484
?,8741,8741,8741
?,1645,1645,1645
?,4612,4612,4612
?,747,747,747
?,9230,9230,9230
?,8938,8938,8938
?,4347,4347,4347
?,1452,1452,1452
?,1018,1018,1018
?,1166,1166,1166
?,7114,7114,7114
?,8088,8088,8088
?,9839,9839,9839
?,3548,3548,3548
?,618,618,618
?,1211,1211,1211
?,4114,4114,4114
?,8920,8920,8920
?,1494,1494,1494
?,1700,1700,1700
?,6562,6562,6562
?,171,171,171
?,4636,4636,4636
?,9476,9476,9476
?,9672,9672,9672
?,1361,1361,1361
?,409,409,409
?,780,780,780
?,5105,5105,5105
?,2647,2647,2647
?,634,634,634
?,2467,2467,2467
?,8678,8678,8678
?,9205,9205,9205
?,6836,6836,6836
?,6833,6833,6833
?,1951,1951,1951
?,6623,6623,6623
?,8918,8918,8918
?,541,541,541
?,1186,1186,1186
?,9867,9867,9867
?,649,649,649
?,4038,4038,4038
?,4784,4784,4784
?,2366,2366,2366
?,1999,1999,1999
?,3287,3287,3287
?,4225,4225,4225
?,8224,8224,8224
?,5393,5393,5393
?,4954,4954,4954
?,9069,9069,9069
?,4279,4279,4279
?,2555,2555,2555
?,982,982,982
?,3433,3433,3433
?,5231,5231,5231
?,3236,3236,3236
?,1224,1224,1224
?,6971,6971,6971
?,1006,1006,1006
?,7833,7833,7833
?,9265,9265,9265
?,1576,1576,1576
?,7958,7958,7958
?,9695,9695,9695
?,1634,1634,1634
?,3366,3366,3366
?,8906,8906,8906
?,6262,6262,6262
?,963,963,963
?,1309,1309,1309
?,5308,5308,5308
?,7874,7874,7874
?,1621,1621,1621
?,1416,1416,1416
?,8119,8119,8119
?,1901,1901,1901
?,3331,3331,3331
?,2216,2216,2216
?,1602,1602,1602
?,9552,9552,9552
?,5070,5070,5070
?,266,266,266
?,2218,2218,2218
?,4972,4972,4972
?,7602,7602,7602
?,71,71,71
?,2648,2648,2648
?,8533,8533,8533
?,9104,9104,9104
?,1447,1447,1447
?,4741,4741,4741
?,1508,1508,1508
?,1954,1954,1954
?,2172,2172,2172
?,8743,8743,8743
?,7527,7527,7527
?,4901,4901,4901
?,5196,5196,5196
?,2240,2240,2240
?,7940,7940,7940
?,1231,1231,1231
?,3492,3492,3492
?,7146,7146,7146
?,7806,7806,7806
?,8358,8358,8358
?,6038,6038,6038
?,8043,8043,8043
?,6236,6236,6236
?,4827,4827,4827
?,7024,7024,7024
?,3073,3073,3073
?,9916,9916,9916
?,1176,1176,1176
?,3914,3914,3914
?,9079,9079,9079
?,1306,1306,1306
?,615,615,615
?,8181,8181,8181
?,4943,4943,4943
?,1822,1822,1822
?,6209,6209,6209
?,2001,2001,2001
?,9464,9464,9464
?,4691,4691,4691
?,2775,2775,2775
?,4088,4088,4088
?,2487,2487,2487
?,1950,1950,1950
?,5708,5708,5708
-,5482,5482,5482
-,7598,7598,7598
-,3575,3575,3575
-,176,176,176
-,455,455,455
-,7652,7652,7652
-,78,78,78
-,6702,6702,6702
-,5952,5952,5952
-,3125,3125,3125
-,6199,6199,6199
-,3000,3000,3000
-,771,771,771
-,2960,2960,2960
-,5142,5142,5142
-,1315,1315,1315
-,5071,5071,5071
-,5852,5852,5852
-,7208,7208,7208
-,4238,4238,4238
-,3957,3957,3957
-,5593,5593,5593
-,2189,2189,2189
-,1697,1697,1697
-,77,77,77
-,5114,5114,5114
-,781,781,781
-,4224,4224,4224
-,4972,4972,4972
-,2257,2257,2257
-,4128,4128,4128
-,1125,1125,1125
-,441,441,441
-,6267,6267,6267
-,3093,3093,3093
-,4913,4913,4913
-,1191,1191,1191
-,483,483,483
-,7791,7791,7791
-,238,238,238
-,952,952,952
-,6124,6124,6124
-,2984,2984,2984
-,2409,2409,2409
-,6798,6798,6798
-,2612,2612,2612
-,3604,3604,3604
-,3243,3243,3243
-,216,216,216
-,5847,5847,5847
-,7686,7686,7686
-,604,604,604
-,6617,6617,6617
-,723,723,723
-,4374,4374,4374
-,3209,3209,3209
-,6664,6664,6664
-,6454,6454,6454
-,7522,7522,7522
-,132,132,132
-,5202,5202,5202
-,4602,4602,4602
-,5701,5701,5701
-,1957,1957,1957
-,2450,2450,2450
-,1360,1360,1360
-,1880,1880,1880
-,704,704,704
-,4606,4606,4606
-,5386,5386,5386
-,5015,5015,5015
-,6860,6860,6860
-,402,402,402
-,5824,5824,5824
-,229,229,229
-,2970,2970,2970
-,968,968,968
-,2436,2436,2436
-,4231,4231,4231
-,1426,1426,1426
-,1771,1771,1771
-,4938,4938,4938
-,7930,7930,7930
-,6977,6977,6977
-,6366,6366,6366
-,5230,5230,5230
-,4319,4319,4319
-,1228,1228,1228
-,820,820,820
-,3851,3851,3851
-,4792,4792,4792
-,5980,5980,5980
-,7257,7257,7257
-,5841,5841,5841
-,1281,1281,1281
-,969,969,969
-,3239,3239,3239
-,666,666,666
-,3537,3537,3537
-,5229,5229,5229
-,3304,3304,3304
-,1891,1891,1891
-,7122,7122,7122
-,1943,1943,1943
-,2155,2155,2155
-,746,746,746
-,3463,3463,3463
-,5192,5192,5192
-,6681,6681,6681
-,2448,2448,2448
-,4714,4714,4714
-,699,699,699
-,7094,7094,7094
-,5827,5827,5827
-,4118,4118,4118
-,3611,3611,3611
-,2055,2055,2055
-,5335,5335,5335
-,6595,6595,6595
-,7473,7473,7473
-,2684,2684,2684
-,7097,7097,7097
-,5685,5685,5685
-,4927,4927,4927
-,6256,6256,6256
-,3044,3044,3044
-,4223,4223,4223
-,2537,2537,2537
-,3233,3233,3233
-,12,12,12
-,3284,3284,3284
-,5914,5914,5914
-,1324,1324,1324
-,7100,7100,7100
-,4010,4010,4010
-,2550,2550,2550
-,7333,7333,7333
-,7509,7509,7509
-,2828,2828,2828
-,4175,4175,4175
-,6142,6142,6142
-,2184,2184,2184
-,6882,6882,6882
-,218,218,218
-,1270,1270,1270
-,2274,2274,2274
+,1264,28,695
+,7264,43,234
+,3358,604,973
+,1180,172,125
+,5918,909,76
+,125,492,35
+,3743,920,95
+,4308,992,734
+,816,333,573
+,3606,987,424
+,822,213,974
+,2719,794,590
+,4834,134,552
+,4114,483,579
+,6832,795,495
+,303,941,906
+,4057,508,207
+,1246,816,716
+,5341,257,820
+,6491,824,317
+,5436,370,816
+,3162,177,590
+,3123,115,485
+,5777,682,591
+,7668,317,307
+,6100,437,8
+,2606,199,778
+,357,554,570
+,3365,6,482
+,6353,19,331
+,1913,718,42
+,7143,539,499
+,4684,346,701
+,1956,153,961
+,7904,150,697
+,1545,748,720
+,2636,770,3
+,7225,740,908
+,3090,369,304
+,4451,969,278
+,6249,407,282
+,6765,510,634
+,2723,674,885
+,2827,69,56
+,3967,909,275
+,4412,425,134
+,3658,477,327
+,1217,757,18
+,4011,100,364
+,7360,415,697
+,4750,584,458
+,4808,282,174
+,2445,52,235
+,5947,738,407
+,2317,492,547
+,6762,785,349
+,2188,752,555
+,4159,961,824
+,6452,206,13
+,2784,990,381
+,3399,975,505
+,6471,923,243
+,6329,568,221
+,6917,547,724
+,571,10,436
+,1118,814,90
+,6113,265,343
+,4163,608,157
+,4910,137,410
+,1561,77,274
+,3142,679,544
+,1184,512,720
+,4515,635,649
+,3741,7,97
+,1996,45,739
+,3868,579,442
+,3952,623,867
+,3403,494,685
+,2239,28,632
+,5778,358,75
+,4168,133,47
+,2390,868,575
+,5870,562,741
+,4082,361,129
+,1261,232,721
+,5306,992,578
+,962,861,3
+,3780,275,589
+,929,871,202
+,7237,488,599
+,763,517,165
+,3342,931,105
+,4524,548,987
+,112,646,930
+,4512,936,330
+,2545,127,79
+,1297,862,216
+,5814,618,661
+,1960,85,289
+,6547,168,996
+,4987,925,806
+,5161,342,850
+,236,470,309
+,7194,879,113
+,3970,986,317
+,5720,187,306
+,7503,830,478
+,2359,243,596
+,1073,162,394
+,4499,354,615
+,7897,529,947
+,7472,243,709
+,422,182,307
+,6225,588,975
+,3621,991,810
+,5123,481,745
+,4083,241,777
+,6196,661,444
+,5100,808,472
+,2963,175,903
+,4247,264,304
+,1536,650,313
+,444,644,904
+,3385,880,311
+,3784,918,473
+,4444,507,168
+,5387,997,887
+,9,370,487
+,4215,345,925
+,3311,770,728
+,6994,314,228
+,949,530,887
+,2648,663,44
+,2067,160,628
+,2576,585,48
+,721,825,231
+,3725,950,546
+,300,19,656
+,4506,128,300
+,7738,595,884
+,3280,984,51
+,5427,31,738
+,2361,581,293
+,4058,615,67
+,5682,715,362
+,7389,233,489
+,2701,130,294
+,1317,171,415
+,856,711,797
+,5489,710,853
+,2630,128,374
+,2730,608,157
+,7292,33,226
+,2850,800,613
+,3850,54,609
+,747,86,735
+,6812,274,945
+,6670,644,997
+,5200,934,102
+,7099,340,151
+,4795,247,111
+,1486,727,116
+,7964,471,188
+,7260,186,405
+,5337,933,67
+,4251,503,983
+,3854,336,431
+,1435,992,806
+,6195,899,11
+,6251,67,534
+,7043,128,940
+,7672,816,228
+,2207,337,625
+,5507,754,279
+,6264,820,313
+,169,161,589
+,4809,652,248
+,4712,812,985
+,5523,662,780
+,7691,631,427
+,748,425,933
+,211,492,806
+,2051,816,956
+,7941,361,255
+,6944,609,20
+,6017,172,170
+,3539,787,934
+,7419,759,308
+,4899,746,798
+,658,412,332
+,3586,43,736
+,4045,146,619
+,4423,16,588
+,4099,720,994
+,2230,56,442
+,3297,862,464
+,5732,69,885
+,2491,660,319
+,5641,149,462
+,3839,500,255
+,1018,755,722
+,3597,325,266
+,2364,960,53
+,7277,943,290
+,6135,656,254
+,7559,410,634
+,7750,613,147
+,6493,722,767
+,1359,752,443
+,488,973,372
+,7892,883,274
+,1165,584,230
+,2176,201,313
+,1220,236,700
+,5305,409,601
+,1841,283,327
+,4461,217,757
+,940,687,604
+,7205,187,810
+,1620,355,178
+,6585,480,571
+,5416,227,342
+,4831,202,254
+,5120,817,845
+,6481,100,913
+,6453,252,20
+,6771,492,238
+,1912,348,254
+,7471,919,858
+,583,213,51
+,3719,235,433
+,5758,103,865
+,2316,156,300
+,5791,487,955
+,2360,22,648
+,1896,551,383
+,267,731,838
+,2385,161,56
+,3849,235,355
+,4864,331,937
+,5647,409,49
+,6787,254,841
+,3346,334,98
+,21,29,499
+,1282,91,374
+,614,365,332
+,4521,879,510
+,1423,823,601
+,1964,989,273
+,1286,715,53
+,665,155,155
+,5410,663,837
+,2167,691,306
+,7862,349,402
+,5124,72,80
+,1702,635,160
+,6248,832,381
+,812,89,134
+,6062,238,522
+,4994,832,36
+,493,497,789
+,5087,77,600
+,4658,864,255
+,2501,1000,750
+,3512,907,353
+,4821,21,357
+,2435,760,228
+,3626,705,317
+,3690,984,260
+,7119,780,997
+,4280,631,730
+,6354,481,112
+,1848,708,509
+,7926,774,321
+,6477,508,972
+,6919,915,954
+,7327,442,816
+,3409,177,981
+,6262,646,665
+,4571,284,419
+,970,17,860
+,2033,440,123
+,697,420,137
+,7271,872,76
+,4610,685,893
+,6644,672,373
+,1222,971,733
+,1242,243,323
+,439,9,894
+,5623,0,469
+,5156,962,74
+,4726,42,296
+,606,56,321
+,4028,575,675
+,3282,512,828
+,535,683,667
+,6734,609,456
+,934,898,79
+,3913,194,702
+,2068,709,987
+,420,24,934
+,1510,517,43
+,2791,783,607
+,3608,111,45
+,3921,938,291
+,3845,772,427
+,2329,98,869
+,4702,750,221
+,100,152,497
+,840,525,537
+,4021,570,100
+,6166,608,212
+,5225,287,818
+,7374,917,400
+,5713,117,395
+,2393,248,568
+,4533,116,417
+,446,520,484
+,372,548,751
+,2247,90,540
+,1036,701,361
+,7084,430,953
+,5800,46,358
+,115,36,676
+,2476,390,342
+,7393,776,570
+,2956,776,164
+,1863,490,180
+,2426,35,12
+,1590,972,159
+,6820,499,160
+,823,1,741
+,2318,567,114
+,4888,684,966
+,4297,297,458
+,6227,647,197
+,4829,215,360
+,5935,289,18
+,2265,528,228
+,3966,741,729
+,6050,29,982
+,1772,227,50
+,7641,409,618
+,1516,975,905
+,5653,778,612
+,6243,643,583
+,4389,105,656
+,6085,354,1000
+,979,622,561
+,7866,421,472
+,1577,81,266
+,5908,492,269
+,988,36,966
+,1888,388,539
+,7810,740,427
+,2511,381,70
+,2219,574,345
+,3717,503,914
+,5757,86,435
+,2882,362,441
+,2709,359,684
+,7624,814,374
+,6110,411,212
+,3485,254,948
+,2816,91,515
+,4349,938,640
+,4534,449,214
+,7256,954,150
+,3023,737,33
+,4764,357,541
+,5439,984,354
+,2508,339,776
+,1993,219,245
+,5667,480,720
+,7091,493,813
+,1815,18,693
+,2410,101,387
+,762,704,570
+,141,110,606
+,6495,164,859
+,3671,110,380
+,4020,560,492
+,5831,157,12
+,5291,105,147
+,3900,680,58
+,7000,976,383
+,1968,837,297
+,6210,328,24
+,4548,59,350
+,7466,604,32
+,7406,762,737
+,5898,681,577
+,1977,940,563
+,7743,213,581
+,1565,507,411
+,4232,469,242
+,83,522,489
+,4553,317,386
+,2263,401,219
+,7379,207,817
+,4883,790,288
+,2290,538,225
+,2788,687,60
+,2116,30,594
+,6535,298,228
+,2906,161,629
+,1737,633,959
+,3994,18,503
+,1489,997,731
+,2662,108,448
+,7217,579,984
+,235,422,321
+,2755,423,772
+,7602,156,524
+,5473,508,709
+,4999,367,102
+,4668,620,817
+,7190,160,148
+,6147,158,463
+,1997,335,647
+,3692,57,4
+,2284,130,255
+,709,132,229
+,6805,976,293
+,2011,381,391
+,2640,479,462
+,2198,868,999
+,4853,104,188
+,5988,80,675
+,6764,531,577
+,3568,44,845
+,3808,104,945
+,3960,871,644
+,6345,790,882
+,4408,903,930
+,6620,344,71
+,5045,412,441
+,2212,726,555
+,5328,117,870
+,4274,222,593
+,6011,499,539
+,1442,300,789
+,3567,497,650
+,1253,34,597
+,5794,390,818
+,3766,426,84
+,6788,143,485
+,5206,626,330
+,2967,564,829
+,3551,876,878
+,864,310,310
+,4015,15,148
+,6736,818,1000
+,7128,710,568
+,6959,257,549
+,103,856,402
+,2795,741,72
+,5304,889,472
+,7514,473,78
+,564,375,42
+,3035,965,75
+,5419,855,892
+,7837,935,545
+,4364,712,156
+,2844,695,389
+,336,601,831
+,6411,942,269
+,4636,124,618
+,6522,254,685
+,7707,418,6
+,6598,87,25
+,4918,465,953
+,5605,806,94
+,6965,513,581
+,2470,762,127
+,6328,104,834
+,7289,823,818
+,834,128,751
+,1989,867,970
+,5138,979,673
+,7177,613,146
+,5657,311,743
+,4850,419,573
+,622,685,795
+,1624,296,64
+,5857,46,225
+,3249,80,287
+,3074,202,773
+,7281,528,106
+,7120,966,878
+,2555,575,648
+,210,319,9
+,4740,350,943
+,7378,714,720
+,2548,160,322
+,1341,118,455
+,6711,601,684
+,6371,317,319
+,7803,39,514
+,7396,424,1
+,7576,762,281
+,4974,48,826
+,4963,395,464
+,1374,303,676
+,3021,515,469
+,6282,217,70
+,2099,202,107
+,5730,828,826
+,7262,781,932
+,1785,278,322
+,4620,128,969
+,937,156,468
+,5484,677,1000
+,3879,614,275
+,1034,55,465
+,1954,274,27
+,1248,219,878
+,5089,460,271
+,166,633,642
+,6874,628,943
+,1633,537,460
+,7167,618,965
+,254,252,623
+,6178,725,234
+,329,765,992
+,5339,295,91
+,6399,835,645
+,562,986,307
+,5325,4,853
+,1836,17,229
+,2866,436,777
+,426,461,359
+,7766,962,66
+,6136,661,569
+,158,356,500
+,3852,970,406
+,670,89,701
+,6839,37,83
+,2066,546,617
+,3453,659,340
+,6815,416,805
+,6160,169,329
+,2279,405,38
+,7069,953,295
+,6235,62,287
+,2764,297,973
+,2677,409,475
+,3724,307,897
+,1733,387,793
+,2681,651,597
+,7282,531,605
+,2131,520,258
+,7753,71,478
+,1488,919,665
+,3782,415,827
+,1111,25,54
+,3511,913,466
+,5265,479,4
+,687,73,455
+,222,972,978
+,5431,882,227
+,4623,492,320
+,4848,929,317
+,3227,202,828
+,220,835,956
+,7888,454,540
+,5097,113,953
+,1045,75,452
+,3828,587,720
+,6885,433,852
+,7730,37,284
+,5932,24,174
+,3312,95,274
+,6538,300,88
+,5563,995,829
+,5479,342,869
+,2753,433,458
+,3185,232,237
+,237,681,677
+,7610,310,679
+,3570,747,416
+,2235,947,350
+,1797,962,165
+,3999,581,111
+,1806,794,696
+,4941,838,216
+,7399,239,368
+,4473,928,1
+,6018,959,775
+,6123,318,632
+,4409,816,599
+,3432,184,393
+,6846,413,356
+,6991,736,395
+,3194,114,980
+,6172,628,489
+,2446,851,467
+,2881,106,465
+,48,984,581
+,3907,310,781
+,3116,711,934
+,4716,279,518
+,6271,734,740
+,7018,951,940
+,160,811,764
+,5697,573,842
+,4784,866,538
+,6306,878,337
+,3190,677,249
+,3441,636,157
+,6823,490,674
+,1694,397,566
+,510,679,94
+,3406,718,80
+,3816,981,247
+,4445,590,205
+,2710,127,916
+,3339,493,939
+,3398,399,450
+,526,34,440
+,1752,374,372
+,5786,656,103
+,1251,893,234
+,5684,327,473
+,3137,128,121
+,1894,734,124
+,1235,139,347
+,7831,402,714
+,660,601,570
+,4424,192,956
+,2619,379,768
+,2751,402,309
+,2225,213,839
+,1920,547,710
+,2340,458,15
+,5845,961,303
+,634,1000,643
+,3603,335,369
+,2249,5,867
+,1959,236,613
+,5134,243,256
+,3969,135,486
+,4270,860,101
+,6370,553,404
+,7736,976,765
+,2271,988,154
+,5223,329,129
+,6880,853,872
+,2025,56,337
+,6158,636,946
+,2123,398,54
+,3686,49,682
+,3888,802,981
+,7057,838,113
+,6092,789,767
+,1303,85,837
+,3652,434,75
+,7274,72,866
+,6804,470,197
+,3495,264,806
+,4135,991,789
+,5892,638,641
+,6676,83,142
+,5018,89,875
+,3625,1,48
+,7721,757,569
+,2599,143,670
+,4877,197,543
+,4578,310,681
+,4351,384,852
+,5468,639,52
+,3806,696,703
+,6565,911,935
+,1092,839,574
+,3739,414,489
+,994,201,690
+,6949,223,75
+,2041,270,681
+,4566,541,127
+,411,692,910
+,3805,477,971
+,4243,250,643
+,5700,876,922
+,6587,371,992
+,1440,742,429
+,1792,620,141
+,3482,73,790
+,6376,560,139
+,873,143,21
+,6308,218,768
+,7048,538,744
+,7799,841,294
+,45,492,393
+,5633,653,644
+,5374,998,735
+,1208,848,29
+,1998,194,423
+,3273,782,119
+,4049,642,446
+,3145,244,433
+,5704,193,324
+,5884,640,624
+,1592,67,423
+,4715,473,444
+,5159,15,856
+,3395,150,230
+,3730,591,682
+,596,730,585
+,6295,233,674
+,6961,1000,351
+,5007,807,921
+,3892,152,906
+,7886,650,824
+,378,824,465
+,200,104,179
+,1207,909,616
+,1631,472,597
+,6607,619,866
+,7705,581,328
+,2542,880,169
+,5511,190,320
+,1924,928,629
+,6153,779,263
+,6704,308,700
+,765,285,778
+,2745,254,820
+,5072,764,644
+,5185,785,720
+,5438,555,445
+,4222,115,893
+,2324,905,118
+,694,316,801
+,5397,227,226
+,1390,436,263
+,6028,619,724
+,7421,25,328
+,6502,511,490
+,3876,861,341
+,4187,719,356
+,1750,691,675
+,5534,710,57
+,3622,655,931
+,7446,715,910
+,3809,798,493
+,2639,490,951
+,5363,53,175
+,7726,364,590
+,4751,704,155
+,6436,730,747
+,3521,977,399
+,1721,241,479
+,2350,119,422
+,2489,907,741
+,3,406,404
+,6829,23,221
+,4488,194,331
+,3326,304,74
+,2465,815,6
+,4662,637,327
+,5042,673,634
+,1425,581,974
+,6128,479,788
+,5548,738,466
+,3105,938,815
+,5447,200,616
+,3444,367,1000
+,1571,873,592
+,1042,781,354
+,4541,577,984
+,2422,835,149
+,5711,737,462
+,3296,698,87
+,2672,65,490
+,3345,221,400
+,7413,944,466
+,2533,223,727
+,4154,435,151
+,2460,363,402
+,5896,668,474
+,1020,441,106
+,6946,164,373
+,7489,568,298
+,2571,870,164
+,5104,212,31
+,2704,14,556
+,5441,370,407
+,573,255,32
+,3533,970,520
+,2983,149,591
+,1614,170,643
+,5493,652,572
+,6037,523,477
+,6078,984,930
+,5893,885,175
+,5626,113,40
+,4410,483,699
+,6606,534,537
+,4259,85,175
+,13,451,235
+,3572,437,361
+,5806,941,297
+,363,357,152
+,2086,2,483
+,1557,6,65
+,4723,459,865
+,3155,563,302
+,947,557,481
+,4189,849,689
+,4966,447,698
+,3574,164,501
+,7575,714,440
+,6442,909,214
+,5968,405,334
+,2831,160,639
+,3559,748,335
+,4887,339,93
+,888,726,19
+,313,979,372
+,2174,82,33
+,4756,117,633
+,1462,705,550
+,2139,262,727
+,7184,131,439
+,944,177,212
+,226,48,13
+,2712,428,10
+,7935,137,132
+,6911,329,39
+,5566,763,669
+,3274,236,2
+,4173,926,194
+,5255,278,699
+,2876,898,838
+,2286,281,202
+,6335,338,826
+,568,588,117
+,7080,785,586
+,2282,869,979
+,2689,30,885
+,3264,114,892
+,1582,726,405
+,5406,126,432
+,193,921,803
+,1826,626,394
+,1864,571,482
+,7137,692,312
+,6515,254,211
+,6721,1,260
+,2500,285,931
+,2864,65,965
+,3770,398,101
+,6689,400,270
+,1634,475,4
+,1822,702,559
+,3855,297,807
+,7033,339,565
+,317,102,337
+,7144,671,97
+,3133,416,306
+,885,594,968
+,5744,850,709
+,6450,528,3
+,1304,132,302
+,7798,121,367
+,2032,325,837
+,7398,669,624
+,6021,825,417
+,7078,586,722
+,5487,101,748
+,6571,791,199
+,3372,337,856
+,6409,725,339
+,2721,163,714
+,7991,713,166
+,1469,676,812
+,203,957,49
+,3377,515,857
+,7220,197,466
+,1450,455,651
+,6641,240,358
+,6552,277,757
+,1331,977,716
+,7082,730,313
+,1939,414,178
+,1266,348,764
+,6139,692,203
+,5084,372,47
+,7755,109,89
+,7165,936,337
+,7242,162,836
+,4586,327,518
+,6390,445,854
+,2897,474,456
+,842,556,565
+,5463,181,411
+,2044,226,84
+,5587,282,544
+,1720,19,992
+,2931,20,260
+,7363,986,367
+,326,924,546
+,7050,816,519
+,6521,723,777
+,7364,482,120
+,2987,556,442
+,2525,818,910
+,342,863,316
+,1044,922,134
+,3520,623,914
+,1213,376,980
+,4526,336,982
+,4771,786,302
+,3024,748,373
+,6837,900,185
+,295,333,754
+,4469,361,577
+,1221,453,328
+,7404,507,613
+,5660,873,90
+,7234,696,192
+,616,459,606
+,7756,561,228
+,79,725,312
+,4594,339,478
+,3503,994,146
+,5780,895,256
+,4519,785,888
+,3619,106,89
+,6072,0,562
+,7767,913,869
+,2145,991,543
+,5219,475,933
+,1071,39,817
+,6317,111,899
+,2732,675,950
+,29,171,185
+,361,795,210
+,2266,388,726
+,7928,609,795
+,7659,62,7
+,5196,526,200
+,756,469,443
+,416,766,72
+,6931,687,519
+,7439,591,909
+,7416,600,632
+,2057,232,7
+,7758,942,507
+,4140,399,924
+,2162,758,119
+,6987,252,748
+,5195,585,618
+,5631,654,490
+,1667,905,880
+,2808,608,129
+,5878,107,648
+,1725,951,336
+,4954,403,957
+,2308,934,801
+,2231,869,225
+,7953,533,693
+,7809,766,553
+,6081,531,692
+,876,903,848
+,7288,525,374
+,945,658,986
+,7940,574,881
+,1100,524,406
+,7193,667,107
+,848,791,785
+,5434,794,240
+,2452,589,478
+,4543,713,248
+,6693,728,931
+,5471,582,8
+,64,4,481
+,4333,508,601
+,5357,630,596
+,7939,870,801
+,5010,745,669
+,2478,304,800
+,5763,320,473
+,4450,922,657
+,6830,258,890
+,3589,317,283
+,1292,870,986
+,2334,462,412
+,3027,927,848
+,2001,761,436
+,7202,394,655
+,563,948,351
+,7216,669,237
+,2859,787,462
+,1085,363,581
+,7599,705,400
+,4144,959,819
+,1746,265,255
+,4404,593,667
+,600,527,214
+,819,625,528
+,4612,977,641
+,5088,727,882
+,3754,758,55
+,76,831,620
+,594,801,586
+,6159,439,372
+,2590,875,321
