OP,A1,A2,A3
?,268,268,268
?,5470,5470,5470
?,2375,2375,2375
?,6978,6978,6978
?,3446,3446,3446
?,1736,1736,1736
?,1826,1826,1826
?,6365,6365,6365
?,3725,3725,3725
?,4519,4519,4519
?,3122,3122,3122
?,938,938,938
?,1603,1603,1603
?,7016,7016,7016
?,3847,3847,3847
?,7787,7787,7787
?,1020,1020,1020
?,2873,2873,2873
?,6503,6503,6503
?,7488,7488,7488
?,3801,3801,3801
?,3383,3383,3383
?,7439,7439,7439
?,6721,6721,6721
?,5283,5283,5283
?,5766,5766,5766
?,6428,6428,6428
?,6072,6072,6072
?,3243,3243,3243
?,63,63,63
?,7698,7698,7698
?,3070,3070,3070
?,6408,6408,6408
?,1835,1835,1835
?,4158,4158,4158
?,2324,2324,2324
?,2193,2193,2193
?,7206,7206,7206
?,5396,5396,5396
?,2167,2167,2167
?,2519,2519,2519
?,6869,6869,6869
?,7395,7395,7395
?,6514,6514,6514
?,7450,7450,7450
?,3398,3398,3398
?,5516,5516,5516
?,1979,1979,1979
?,35,35,35
?,7375,7375,7375
?,7448,7448,7448
?,3397,3397,3397
?,268,268,268
?,128,128,128
?,216,216,216
?,1257,1257,1257
?,6476,6476,6476
?,3068,3068,3068
?,6888,6888,6888
?,6691,6691,6691
?,4252,4252,4252
?,6718,6718,6718
?,6073,6073,6073
?,4915,4915,4915
?,2601,2601,2601
?,2746,2746,2746
?,1397,1397,1397
?,7858,7858,7858
?,4688,4688,4688
?,3523,3523,3523
?,1982,1982,1982
?,4553,4553,4553
?,3207,3207,3207
?,1579,1579,1579
?,5049,5049,5049
?,5280,5280,5280
?,3223,3223,3223
?,6788,6788,6788
?,423,423,423
?,6565,6565,6565
?,7635,7635,7635
?,4734,4734,4734
?,3516,3516,3516
?,1056,1056,1056
?,7696,7696,7696
?,5213,5213,5213
?,3199,3199,3199
?,5965,5965,5965
?,1424,1424,1424
?,3303,3303,3303
?,7407,7407,7407
?,2607,2607,2607
?,4238,4238,4238
?,1298,1298,1298
?,3584,3584,3584
?,1893,1893,1893
?,816,816,816
?,5817,5817,5817
?,6564,6564,6564
?,1035,1035,1035
?,4131,4131,4131
?,970,970,970
?,5173,5173,5173
?,4727,4727,4727
?,6425,6425,6425
?,3212,3212,3212
?,6907,6907,6907
?,6244,6244,6244
?,5139,5139,5139
?,7510,7510,7510
?,2132,2132,2132
?,6860,6860,6860
?,4530,4530,4530
?,1303,1303,1303
?,7772,7772,7772
?,2642,2642,2642
?,1670,1670,1670
?,764,764,764
?,765,765,765
?,211,211,211
?,3584,3584,3584
?,95,95,95
?,5152,5152,5152
?,6309,6309,6309
?,4861,4861,4861
?,1254,1254,1254
?,228,228,228
?,5064,5064,5064
?,5797,5797,5797
?,4454,4454,4454
?,7542,7542,7542
?,646,646,646
?,4685,4685,4685
?,3133,3133,3133
?,208,208,208
?,6082,6082,6082
?,6015,6015,6015
?,1070,1070,1070
?,3717,3717,3717
?,5198,5198,5198
?,5174,5174,5174
?,6371,6371,6371
?,2934,2934,2934
?,1529,1529,1529
?,1964,1964,1964
?,5346,5346,5346
?,7356,7356,7356
?,1817,1817,1817
?,2433,2433,2433
?,1588,1588,1588
?,4387,4387,4387
?,6886,6886,6886
?,2010,2010,2010
?,5950,5950,5950
?,6390,6390,6390
?,6612,6612,6612
?,6440,6440,6440
?,3098,3098,3098
?,6312,6312,6312
?,2134,2134,2134
?,5401,5401,5401
?,424,424,424
?,2253,2253,2253
?,680,680,680
?,7660,7660,7660
?,1178,1178,1178
?,5140,5140,5140
?,190,190,190
?,5230,5230,5230
?,4747,4747,4747
?,7102,7102,7102
?,848,848,848
?,909,909,909
?,3762,3762,3762
?,7596,7596,7596
?,4882,4882,4882
?,1006,1006,1006
?,878,878,878
?,1162,1162,1162
?,2314,2314,2314
?,2147,2147,2147
?,7329,7329,7329
?,1480,1480,1480
?,761,761,761
?,634,634,634
?,4049,4049,4049
?,6920,6920,6920
?,2961,2961,2961
?,7477,7477,7477
?,6868,6868,6868
?,1704,1704,1704
?,3202,3202,3202
?,825,825,825
?,4023,4023,4023
?,6517,6517,6517
?,180,180,180
?,3390,3390,3390
?,603,603,603
?,3986,3986,3986
?,7858,7858,7858
?,5126,5126,5126
?,626,626,626
?,1723,1723,1723
?,5631,5631,5631
?,3440,3440,3440
?,3075,3075,3075
?,7289,7289,7289
?,2569,2569,2569
?,5191,5191,5191
?,7441,7441,7441
?,3694,3694,3694
?,6624,6624,6624
?,1320,1320,1320
?,1473,1473,1473
?,2448,2448,2448
?,84,84,84
?,7403,7403,7403
?,1464,1464,1464
?,5404,5404,5404
?,4648,4648,4648
?,5171,5171,5171
?,4970,4970,4970
?,7003,7003,7003
?,258,258,258
?,961,961,961
?,2809,2809,2809
?,2841,2841,2841
?,3965,3965,3965
?,5030,5030,5030
?,4916,4916,4916
?,4477,4477,4477
?,42,42,42
?,1298,1298,1298
?,4275,4275,4275
?,6076,6076,6076
?,2085,2085,2085
?,7591,7591,7591
?,997,997,997
?,1580,1580,1580
?,4966,4966,4966
?,243,243,243
?,4391,4391,4391
?,189,189,189
?,4244,4244,4244
?,4193,4193,4193
?,6234,6234,6234
?,1249,1249,1249
?,1772,1772,1772
?,7102,7102,7102
?,2990,2990,2990
?,941,941,941
?,7362,7362,7362
?,1778,1778,1778
?,242,242,242
?,2684,2684,2684
?,1136,1136,1136
?,1801,1801,1801
?,684,684,684
?,5962,5962,5962
?,5666,5666,5666
?,7700,7700,7700
?,1037,1037,1037
?,2193,2193,2193
?,2242,2242,2242
?,3946,3946,3946
?,1633,1633,1633
?,7809,7809,7809
?,754,754,754
?,2856,2856,2856
?,5801,5801,5801
?,4518,4518,4518
?,5341,5341,5341
?,2412,2412,2412
?,3827,3827,3827
?,6105,6105,6105
?,6628,6628,6628
?,4062,4062,4062
?,3573,3573,3573
?,4200,4200,4200
?,7753,7753,7753
?,3277,3277,3277
?,7556,7556,7556
?,1582,1582,1582
?,2049,2049,2049
?,1417,1417,1417
?,1622,1622,1622
?,5629,5629,5629
?,6931,6931,6931
?,7269,7269,7269
?,5877,5877,5877
?,2303,2303,2303
?,7880,7880,7880
?,3219,3219,3219
?,843,843,843
?,4782,4782,4782
?,6498,6498,6498
?,6279,6279,6279
?,4814,4814,4814
?,2553,2553,2553
?,1358,1358,1358
?,6506,6506,6506
?,1687,1687,1687
?,7814,7814,7814
?,5916,5916,5916
?,3997,3997,3997
?,3551,3551,3551
?,7233,7233,7233
?,3655,3655,3655
?,3472,3472,3472
?,4886,4886,4886
?,6121,6121,6121
?,2226,2226,2226
?,6684,6684,6684
?,2612,2612,2612
?,5103,5103,5103
?,882,882,882
?,4975,4975,4975
?,3138,3138,3138
?,3517,3517,3517
?,1637,1637,1637
?,4647,4647,4647
?,2892,2892,2892
?,3064,3064,3064
?,7356,7356,7356
?,5184,5184,5184
?,6713,6713,6713
?,527,527,527
?,3682,3682,3682
?,1371,1371,1371
?,7287,7287,7287
?,277,277,277
?,7849,7849,7849
?,4190,4190,4190
?,2074,2074,2074
?,4808,4808,4808
?,3358,3358,3358
?,2405,2405,2405
?,4948,4948,4948
?,6773,6773,6773
?,7187,7187,7187
?,5285,5285,5285
?,7786,7786,7786
?,4346,4346,4346
?,2886,2886,2886
?,3263,3263,3263
?,246,246,246
?,940,940,940
?,1474,1474,1474
?,6628,6628,6628
?,2644,2644,2644
?,3518,3518,3518
?,6480,6480,6480
?,1524,1524,1524
?,2931,2931,2931
?,2010,2010,2010
?,596,596,596
?,1763,1763,1763
?,5382,5382,5382
?,3045,3045,3045
?,3048,3048,3048
?,1189,1189,1189
?,6386,6386,6386
?,2576,2576,2576
?,1002,1002,1002
?,79,79,79
?,2610,2610,2610
?,5639,5639,5639
?,90,90,90
?,5873,5873,5873
?,2695,2695,2695
?,1752,1752,1752
?,3813,3813,3813
?,4649,4649,4649
?,6515,6515,6515
?,2635,2635,2635
?,7363,7363,7363
?,1906,1906,1906
?,4601,4601,4601
?,543,543,543
?,3159,3159,3159
?,2324,2324,2324
?,4930,4930,4930
?,1739,1739,1739
?,4320,4320,4320
?,1782,1782,1782
?,844,844,844
?,4596,4596,4596
?,2278,2278,2278
?,5868,5868,5868
?,4980,4980,4980
?,7752,7752,7752
?,7237,7237,7237
?,6615,6615,6615
?,7045,7045,7045
?,5500,5500,5500
?,613,613,613
?,4702,4702,4702
?,7313,7313,7313
?,5295,5295,5295
?,3455,3455,3455
?,5589,5589,5589
?,6195,6195,6195
?,3566,3566,3566
?,2604,2604,2604
?,6664,6664,6664
?,2623,2623,2623
?,1624,1624,1624
?,1615,1615,1615
?,407,407,407
?,6576,6576,6576
?,4047,4047,4047
?,4085,4085,4085
?,384,384,384
?,2249,2249,2249
?,3451,3451,3451
?,977,977,977
?,1017,1017,1017
?,3710,3710,3710
?,1402,1402,1402
?,4927,4927,4927
?,2678,2678,2678
?,4843,4843,4843
?,3137,3137,3137
?,1937,1937,1937
?,4722,4722,4722
?,175,175,175
?,2336,2336,2336
?,147,147,147
?,5273,5273,5273
?,6417,6417,6417
?,7014,7014,7014
?,4717,4717,4717
?,39,39,39
?,7469,7469,7469
?,3783,3783,3783
?,2330,2330,2330
?,1074,1074,1074
?,6895,6895,6895
?,3300,3300,3300
?,304,304,304
?,7339,7339,7339
?,4371,4371,4371
?,7521,7521,7521
?,4322,4322,4322
?,321,321,321
?,2764,2764,2764
?,5283,5283,5283
?,134,134,134
?,569,569,569
?,3850,3850,3850
?,780,780,780
?,6799,6799,6799
?,6575,6575,6575
?,3401,3401,3401
?,5925,5925,5925
?,2466,2466,2466
?,2251,2251,2251
?,2599,2599,2599
?,6175,6175,6175
?,2833,2833,2833
?,3280,3280,3280
?,654,654,654
?,4559,4559,4559
?,6346,6346,6346
?,2566,2566,2566
?,4046,4046,4046
?,5017,5017,5017
?,386,386,386
?,3223,3223,3223
?,2445,2445,2445
?,5706,5706,5706
?,3724,3724,3724
?,4042,4042,4042
?,6953,6953,6953
?,5252,5252,5252
?,7459,7459,7459
?,995,995,995
?,6907,6907,6907
?,3064,3064,3064
?,7682,7682,7682
?,5063,5063,5063
?,842,842,842
?,240,240,240
?,1836,1836,1836
?,392,392,392
?,6763,6763,6763
?,86,86,86
?,1137,1137,1137
?,862,862,862
?,2645,2645,2645
?,7057,7057,7057
?,5633,5633,5633
?,5934,5934,5934
?,3570,3570,3570
?,1855,1855,1855
?,1395,1395,1395
?,722,722,722
?,1566,1566,1566
?,5932,5932,5932
?,7392,7392,7392
?,6655,6655,6655
?,3022,3022,3022
?,6686,6686,6686
?,7397,7397,7397
?,4404,4404,4404
?,41,41,41
?,7653,7653,7653
?,5639,5639,5639
?,7111,7111,7111
?,431,431,431
?,2128,2128,2128
?,7237,7237,7237
?,6431,6431,6431
?,353,353,353
?,908,908,908
?,394,394,394
?,7760,7760,7760
?,2493,2493,2493
?,615,615,615
?,2161,2161,2161
?,2698,2698,2698
?,5636,5636,5636
?,5020,5020,5020
?,6486,6486,6486
?,6656,6656,6656
?,3110,3110,3110
?,2212,2212,2212
?,5724,5724,5724
?,1396,1396,1396
?,7577,7577,7577
?,1129,1129,1129
?,4780,4780,4780
?,3775,3775,3775
?,983,983,983
?,1035,1035,1035
?,2616,2616,2616
?,7061,7061,7061
?,1213,1213,1213
?,6169,6169,6169
?,4786,4786,4786
-,2203,2203,2203
-,2246,2246,2246
-,2664,2664,2664
-,3776,3776,3776
-,2934,2934,2934
-,1443,1443,1443
-,2491,2491,2491
-,2281,2281,2281
-,3521,3521,3521
-,3909,3909,3909
-,29,29,29
-,871,871,871
-,3369,3369,3369
-,2849,2849,2849
-,55,55,55
-,1364,1364,1364
-,2870,2870,2870
-,3691,3691,3691
-,2000,2000,2000
-,502,502,502
-,3089,3089,3089
-,3015,3015,3015
-,2806,2806,2806
-,2402,2402,2402
-,1363,1363,1363
-,3348,3348,3348
-,2823,2823,2823
-,2368,2368,2368
-,245,245,245
-,3831,3831,3831
-,3439,3439,3439
-,1913,1913,1913
-,545,545,545
-,1039,1039,1039
-,737,737,737
-,2311,2311,2311
-,3133,3133,3133
-,3762,3762,3762
-,1567,1567,1567
-,929,929,929
-,479,479,479
-,3040,3040,3040
-,3079,3079,3079
-,2372,2372,2372
-,3330,3330,3330
-,2032,2032,2032
-,3629,3629,3629
-,3539,3539,3539
-,2940,2940,2940
-,66,66,66
-,3029,3029,3029
-,2879,2879,2879
-,990,990,990
-,3822,3822,3822
-,2963,2963,2963
-,3109,3109,3109
-,3628,3628,3628
-,2672,2672,2672
-,3206,3206,3206
-,359,359,359
-,2003,2003,2003
-,1438,1438,1438
-,3341,3341,3341
-,306,306,306
-,3281,3281,3281
-,3165,3165,3165
-,3492,3492,3492
-,1088,1088,1088
-,1507,1507,1507
-,1276,1276,1276
-,34,34,34
-,2630,2630,2630
-,1587,1587,1587
-,3626,3626,3626
-,1041,1041,1041
-,2788,2788,2788
-,3174,3174,3174
-,3906,3906,3906
-,1426,1426,1426
-,3329,3329,3329
-,2254,2254,2254
-,1812,1812,1812
-,542,542,542
-,2463,2463,2463
-,3007,3007,3007
-,214,214,214
-,2842,2842,2842
-,495,495,495
-,366,366,366
-,1684,1684,1684
-,1132,1132,1132
-,2759,2759,2759
-,247,247,247
-,199,199,199
-,3525,3525,3525
-,2236,2236,2236
-,3457,3457,3457
-,2067,2067,2067
-,275,275,275
-,2689,2689,2689
-,3846,3846,3846
-,2660,2660,2660
-,180,180,180
-,731,731,731
-,3952,3952,3952
-,621,621,621
-,926,926,926
-,1480,1480,1480
-,277,277,277
-,3484,3484,3484
-,1807,1807,1807
-,3811,3811,3811
-,1133,1133,1133
-,2410,2410,2410
-,1667,1667,1667
-,1221,1221,1221
-,3296,3296,3296
-,2110,2110,2110
-,3949,3949,3949
-,642,642,642
-,760,760,760
-,989,989,989
-,3298,3298,3298
-,2987,2987,2987
-,517,517,517
-,1452,1452,1452
-,18,18,18
-,3828,3828,3828
-,2562,2562,2562
-,920,920,920
-,1660,1660,1660
-,80,80,80
-,2628,2628,2628
-,3872,3872,3872
-,2504,2504,2504
-,386,386,386
-,2946,2946,2946
-,129,129,129
-,1933,1933,1933
-,566,566,566
-,1173,1173,1173
-,1065,1065,1065
-,1332,1332,1332
-,2041,2041,2041
-,3377,3377,3377
-,2614,2614,2614
-,3006,3006,3006
-,650,650,650
-,155,155,155
-,2513,2513,2513
-,2336,2336,2336
-,2956,2956,2956
-,2641,2641,2641
-,727,727,727
-,2748,2748,2748
-,1035,1035,1035
-,2431,2431,2431
-,497,497,497
-,584,584,584
-,3893,3893,3893
-,683,683,683
-,3451,3451,3451
-,1410,1410,1410
-,123,123,123
-,1069,1069,1069
-,2604,2604,2604
-,1883,1883,1883
-,1700,1700,1700
-,1875,1875,1875
-,1424,1424,1424
-,978,978,978
-,81,81,81
-,378,378,378
-,125,125,125
-,3578,3578,3578
-,3084,3084,3084
-,2459,2459,2459
-,3287,3287,3287
-,2407,2407,2407
-,1373,1373,1373
-,3946,3946,3946
-,519,519,519
-,523,523,523
-,1634,1634,1634
-,3031,3031,3031
-,2784,2784,2784
-,2401,2401,2401
-,3011,3011,3011
-,1231,1231,1231
-,2536,2536,2536
-,2805,2805,2805
-,2460,2460,2460
-,3955,3955,3955
-,1550,1550,1550
-,1665,1665,1665
-,738,738,738
-,196,196,196
-,2773,2773,2773
-,3025,3025,3025
-,893,893,893
-,670,670,670
-,3240,3240,3240
-,1478,1478,1478
-,2877,2877,2877
-,2848,2848,2848
-,604,604,604
-,3379,3379,3379
-,316,316,316
-,147,147,147
-,3183,3183,3183
-,2546,2546,2546
-,3325,3325,3325
-,1572,1572,1572
-,2213,2213,2213
-,2658,2658,2658
-,827,827,827
-,2300,2300,2300
-,2432,2432,2432
-,3402,3402,3402
-,2026,2026,2026
-,1362,1362,1362
-,2681,2681,2681
-,250,250,250
-,2758,2758,2758
-,57,57,57
-,1995,1995,1995
-,783,783,783
-,3209,3209,3209
-,1516,1516,1516
-,384,384,384
-,3862,3862,3862
-,300,300,300
-,3727,3727,3727
-,2551,2551,2551
-,3884,3884,3884
-,2263,2263,2263
-,1693,1693,1693
-,2448,2448,2448
-,2316,2316,2316
-,310,310,310
-,420,420,420
-,544,544,544
-,2556,2556,2556
-,1682,1682,1682
-,342,342,342
-,464,464,464
-,1137,1137,1137
-,1341,1341,1341
-,946,946,946
-,1895,1895,1895
-,1431,1431,1431
-,2303,2303,2303
-,1056,1056,1056
-,2865,2865,2865
-,3396,3396,3396
-,2478,2478,2478
-,1851,1851,1851
-,704,704,704
-,921,921,921
-,3575,3575,3575
-,2945,2945,2945
-,293,293,293
-,725,725,725
-,2348,2348,2348
-,905,905,905
-,1855,1855,1855
-,92,92,92
-,3460,3460,3460
-,2437,2437,2437
-,1764,1764,1764
-,2349,2349,2349
-,2210,2210,2210
-,3190,3190,3190
-,3690,3690,3690
-,1054,1054,1054
-,2570,2570,2570
-,3869,3869,3869
-,2939,2939,2939
-,1621,1621,1621
-,3443,3443,3443
-,1215,1215,1215
-,140,140,140
-,2723,2723,2723
-,2785,2785,2785
-,772,772,772
-,3034,3034,3034
-,3531,3531,3531
-,1489,1489,1489
-,2122,2122,2122
-,1581,1581,1581
-,1450,1450,1450
-,996,996,996
-,119,119,119
-,2680,2680,2680
-,2707,2707,2707
-,2861,2861,2861
-,3067,3067,3067
-,1093,1093,1093
-,3407,3407,3407
-,3890,3890,3890
-,1732,1732,1732
-,3549,3549,3549
-,3572,3572,3572
-,1898,1898,1898
-,2808,2808,2808
-,998,998,998
-,3641,3641,3641
-,734,734,734
-,888,888,888
-,1403,1403,1403
-,664,664,664
-,3994,3994,3994
-,2229,2229,2229
-,3696,3696,3696
-,2937,2937,2937
-,2855,2855,2855
-,3126,3126,3126
-,1134,1134,1134
-,1030,1030,1030
-,3613,3613,3613
-,1234,1234,1234
-,2787,2787,2787
-,1366,1366,1366
-,1745,1745,1745
-,3805,3805,3805
-,2150,2150,2150
-,2439,2439,2439
-,2345,2345,2345
-,2313,2313,2313
-,1399,1399,1399
-,873,873,873
-,1976,1976,1976
-,2654,2654,2654
-,851,851,851
-,298,298,298
-,1617,1617,1617
-,230,230,230
-,3258,3258,3258
-,182,182,182
-,2132,2132,2132
-,2649,2649,2649
-,605,605,605
-,314,314,314
-,302,302,302
-,1831,1831,1831
-,930,930,930
-,913,913,913
-,3703,3703,3703
-,3743,3743,3743
-,1302,1302,1302
-,1717,1717,1717
-,1386,1386,1386
-,1780,1780,1780
-,487,487,487
-,854,854,854
-,3886,3886,3886
-,3896,3896,3896
-,839,839,839
-,3871,3871,3871
-,3821,3821,3821
-,812,812,812
-,3235,3235,3235
-,3630,3630,3630
-,1142,1142,1142
-,3110,3110,3110
-,3309,3309,3309
-,3227,3227,3227
-,2679,2679,2679
-,1592,1592,1592
-,618,618,618
-,656,656,656
-,404,404,404
-,3095,3095,3095
-,3564,3564,3564
-,2789,2789,2789
-,1564,1564,1564
-,52,52,52
-,3789,3789,3789
-,43,43,43
-,2086,2086,2086
-,3118,3118,3118
-,2199,2199,2199
-,3729,3729,3729
-,3662,3662,3662
-,265,265,265
-,332,332,332
-,2997,2997,2997
-,1273,1273,1273
-,592,592,592
-,1526,1526,1526
-,2876,2876,2876
-,1522,1522,1522
-,2481,2481,2481
-,1059,1059,1059
-,2669,2669,2669
-,3012,3012,3012
-,1228,1228,1228
-,3271,3271,3271
-,1861,1861,1861
-,557,557,557
-,1926,1926,1926
-,3285,3285,3285
-,3487,3487,3487
-,565,565,565
-,1582,1582,1582
-,2351,2351,2351
-,272,272,272
-,3908,3908,3908
-,2733,2733,2733
-,395,395,395
-,3712,3712,3712
-,976,976,976
-,360,360,360
-,2765,2765,2765
-,1416,1416,1416
-,2068,2068,2068
-,223,223,223
-,1098,1098,1098
-,1174,1174,1174
-,1009,1009,1009
-,1371,1371,1371
-,1246,1246,1246
-,3614,3614,3614
-,3363,3363,3363
-,3359,3359,3359
-,868,868,868
-,3774,3774,3774
-,3308,3308,3308
-,2971,2971,2971
-,1663,1663,1663
-,3038,3038,3038
-,706,706,706
-,796,796,796
-,3204,3204,3204
-,3162,3162,3162
-,157,157,157
-,880,880,880
-,865,865,865
-,2117,2117,2117
-,2324,2324,2324
-,3819,3819,3819
-,1292,1292,1292
-,3633,3633,3633
-,3781,3781,3781
-,273,273,273
-,3887,3887,3887
-,972,972,972
-,3969,3969,3969
-,2306,2306,2306
-,5,5,5
-,3010,3010,3010
-,1919,1919,1919
-,1170,1170,1170
-,467,467,467
-,3825,3825,3825
-,2031,2031,2031
-,2590,2590,2590
-,1613,1613,1613
-,3883,3883,3883
-,2696,2696,2696
-,3401,3401,3401
-,3151,3151,3151
-,3415,3415,3415
-,2495,2495,2495
-,3112,3112,3112
-,1381,1381,1381
-,146,146,146
-,3351,3351,3351
-,2893,2893,2893
-,1074,1074,1074
-,3246,3246,3246
-,1942,1942,1942
-,3917,3917,3917
-,1642,1642,1642
-,1910,1910,1910
-,1776,1776,1776
-,2208,2208,2208
-,1317,1317,1317
-,1460,1460,1460
-,3440,3440,3440
-,2856,2856,2856
-,2564,2564,2564
-,2332,2332,2332
-,3175,3175,3175
-,2215,2215,2215
-,3959,3959,3959
-,2903,2903,2903
-,3316,3316,3316
-,2283,2283,2283
-,1360,1360,1360
-,2169,2169,2169
-,1870,1870,1870
-,1033,1033,1033
-,2566,2566,2566
-,2456,2456,2456
-,381,381,381
-,2751,2751,2751
-,2955,2955,2955
-,715,715,715
-,3581,3581,3581
-,3788,3788,3788
-,3529,3529,3529
-,2705,2705,2705
-,1540,1540,1540
-,1023,1023,1023
-,3267,3267,3267
-,3273,3273,3273
-,3479,3479,3479
-,3236,3236,3236
-,1036,1036,1036
-,2884,2884,2884
-,847,847,847
-,3533,3533,3533
-,729,729,729
-,3425,3425,3425
-,2694,2694,2694
-,877,877,877
-,1863,1863,1863
-,1645,1645,1645
-,1882,1882,1882
-,3122,3122,3122
-,2873,2873,2873
-,3129,3129,3129
-,2769,2769,2769
-,2894,2894,2894
-,1319,1319,1319
-,2205,2205,2205
-,2290,2290,2290
-,1547,1547,1547
-,1566,1566,1566
-,1686,1686,1686
-,3250,3250,3250
-,2612,2612,2612
-,17,17,17
-,1343,1343,1343
-,2549,2549,2549
-,204,204,204
-,2890,2890,2890
-,2622,2622,2622
-,784,784,784
-,911,911,911
-,761,761,761
-,3020,3020,3020
-,2923,2923,2923
-,3039,3039,3039
-,3361,3361,3361
-,1510,1510,1510
-,2833,2833,2833
-,2659,2659,2659
-,999,999,999
-,1413,1413,1413
-,3738,3738,3738
-,97,97,97
-,134,134,134
-,3697,3697,3697
-,1100,1100,1100
-,1854,1854,1854
-,3283,3283,3283
-,2724,2724,2724
-,699,699,699
-,2174,2174,2174
-,2188,2188,2188
-,3154,3154,3154
-,2118,2118,2118
-,1169,1169,1169
-,1991,1991,1991
-,3055,3055,3055
-,1754,1754,1754
-,1217,1217,1217
-,350,350,350
-,2639,2639,2639
-,2505,2505,2505
-,3327,3327,3327
-,1923,1923,1923
-,2982,2982,2982
-,1989,1989,1989
-,859,859,859
-,1784,1784,1784
-,3975,3975,3975
-,423,423,423
-,197,197,197
-,3202,3202,3202
-,1924,1924,1924
-,2162,2162,2162
-,1063,1063,1063
-,645,645,645
-,1866,1866,1866
-,170,170,170
-,3146,3146,3146
-,3644,3644,3644
-,1770,1770,1770
-,1998,1998,1998
-,3692,3692,3692
-,3231,3231,3231
-,1852,1852,1852
-,3229,3229,3229
-,3889,3889,3889
-,603,603,603
-,153,153,153
-,1921,1921,1921
-,3301,3301,3301
-,1028,1028,1028
-,1110,1110,1110
-,1798,1798,1798
-,2194,2194,2194
-,2083,2083,2083
-,1706,1706,1706
-,3954,3954,3954
-,3083,3083,3083
-,341,341,341
-,3526,3526,3526
-,2304,2304,2304
-,261,261,261
-,236,236,236
-,1969,1969,1969
-,3104,3104,3104
-,1980,1980,1980
-,2585,2585,2585
-,98,98,98
-,3704,3704,3704
-,2374,2374,2374
-,3088,3088,3088
-,1238,1238,1238
-,536,536,536
-,3488,3488,3488
-,3532,3532,3532
-,205,205,205
-,3593,3593,3593
-,3417,3417,3417
-,1113,1113,1113
-,2990,2990,2990
-,3778,3778,3778
-,1104,1104,1104
-,3530,3530,3530
-,2938,2938,2938
-,3239,3239,3239
-,2353,2353,2353
-,2445,2445,2445
-,659,659,659
-,1985,1985,1985
-,3441,3441,3441
-,1840,1840,1840
-,2983,2983,2983
-,3210,3210,3210
-,558,558,558
-,758,758,758
-,484,484,484
-,2684,2684,2684
-,1934,1934,1934
-,1205,1205,1205
-,836,836,836
-,1441,1441,1441
-,3304,3304,3304
-,363,363,363
-,15,15,15
-,2369,2369,2369
-,1588,1588,1588
-,3367,3367,3367
-,2863,2863,2863
-,622,622,622
-,3509,3509,3509
-,561,561,561
-,2670,2670,2670
-,425,425,425
-,3233,3233,3233
-,1859,1859,1859
-,2541,2541,2541
-,682,682,682
-,2113,2113,2113
-,1813,1813,1813
-,1225,1225,1225
-,945,945,945
-,647,647,647
-,1175,1175,1175
-,1263,1263,1263
-,2234,2234,2234
-,2702,2702,2702
-,2393,2393,2393
-,213,213,213
-,2984,2984,2984
-,31,31,31
-,3422,3422,3422
-,2598,2598,2598
-,1327,1327,1327
-,1656,1656,1656
-,1409,1409,1409
-,1064,1064,1064
-,3576,3576,3576
-,183,183,183
-,2060,2060,2060
-,437,437,437
-,2151,2151,2151
-,1541,1541,1541
-,1122,1122,1122
-,3261,3261,3261
-,1661,1661,1661
-,973,973,973
-,2745,2745,2745
-,620,620,620
-,2925,2925,2925
-,3342,3342,3342
-,1614,1614,1614
-,3242,3242,3242
-,2287,2287,2287
-,1247,1247,1247
-,3585,3585,3585
-,9,9,9
-,3808,3808,3808
-,3331,3331,3331
-,1313,1313,1313
-,1330,1330,1330
-,2206,2206,2206
-,336,336,336
-,674,674,674
-,3915,3915,3915
-,747,747,747
-,2182,2182,2182
-,3510,3510,3510
-,3677,3677,3677
-,2846,2846,2846
-,3797,3797,3797
-,730,730,730
-,2127,2127,2127
-,2440,2440,2440
-,2064,2064,2064
-,452,452,452
-,2627,2627,2627
-,2217,2217,2217
-,954,954,954
-,2305,2305,2305
-,3920,3920,3920
-,3752,3752,3752
-,1306,1306,1306
-,1599,1599,1599
-,7,7,7
-,1911,1911,1911
-,3344,3344,3344
-,1194,1194,1194
-,3192,3192,3192
-,935,935,935
-,2600,2600,2600
-,2718,2718,2718
-,3057,3057,3057
-,3181,3181,3181
-,220,220,220
-,2929,2929,2929
-,1484,1484,1484
-,1267,1267,1267
-,2779,2779,2779
-,629,629,629
-,509,509,509
-,127,127,127
-,1935,1935,1935
-,2045,2045,2045
-,1172,1172,1172
-,1283,1283,1283
-,2637,2637,2637
-,2239,2239,2239
-,2962,2962,2962
-,2130,2130,2130
-,2378,2378,2378
-,2807,2807,2807
-,1287,1287,1287
-,2583,2583,2583
-,2688,2688,2688
-,3332,3332,3332
-,3269,3269,3269
-,458,458,458
-,466,466,466
-,2905,2905,2905
-,1177,1177,1177
-,1331,1331,1331
-,2967,2967,2967
-,773,773,773
-,1779,1779,1779
-,2147,2147,2147
-,2057,2057,2057
-,3695,3695,3695
-,459,459,459
-,145,145,145
-,2592,2592,2592
-,3922,3922,3922
-,2992,2992,2992
-,2187,2187,2187
-,282,282,282
-,3452,3452,3452
-,3760,3760,3760
-,2145,2145,2145
-,211,211,211
-,2190,2190,2190
-,2400,2400,2400
-,240,240,240
-,327,327,327
-,977,977,977
-,2356,2356,2356
-,362,362,362
-,562,562,562
-,2959,2959,2959
-,1493,1493,1493
-,2252,2252,2252
-,3972,3972,3972
-,2384,2384,2384
-,3449,3449,3449
-,1940,1940,1940
-,3995,3995,3995
-,1828,1828,1828
